구분,질문,답변
전세,"2022년 8월경 서구에 빌라 전세로 1억2천500에 계약하고 살고있습니다. (현제 매매가 시세 약 8천만원정도)보증보험 가입이 가능한 집으로 약속받았으나 보증보험 가입 불가능상태이고 (전세금이 높아서 전세가율 180%쯤) 계약서 상에는 보증보험 가입 안될시 계약해지 그런 문구는 없으나 카톡내용으로는 특약으로 넣어 주겠다 했었습니다.계약하고 보증보험 가입되게끔 조취를 취해달라 했으나 기다리라는 연락만 받고 어느 순간 집주인은 바뀌어 있고(알고보니 전세 계약하기전 매매 계약도 있더라구요) 바뀐 집주인에게 보증보험 관련 조취를 취해달라 했으나 연락도 엄청 안되고 결국 내용증명을 통해 연락이 닿아 현 집주인이 현시세대로 집 올려놓고 남은 보증금은 처리해주겠다는 약속을 받았으나 다시 연락부재상태이고 심지어 계양세무서에 압류까지 걸려있는상태입니다.... 나중 들어서 보증금 때일까봐 걱정입니다. 현 집주인 얘기 들어보면 임대사업자같은데 저같은 세입자도 많다면 나중들어서 보증금 못받는 상황이 올까봐 걱정입니다.애초에 역전세 빌라이고, 약속한 보증 보험 가입을 위한 처리를 안해주고 (분명 세입자만 맞춰지면 보증보험 가입된다 걱정말고 오라했었음) 전입신고, 확정일자, 전세권설정 (부동산 측에서 보증보험 들기전 안전빵으로 들자해서 들음)잘 되있는 상태이고.집 하자도 생기고 하자보수관련 연락도 안되고 애초에 보증보험 관련 약속이행도 안돼어 전세계약 중도해지 하고싶어 그거 관련해서 집 하자 보수건으로 내용증명 1차례 보낸 상태이며.(반송됨) 앞으로 저는 뭘 어떻게 조취해야할지 모르겠습니다. 하루빨리 중도계약해지하고 보증금 반환을 받고 싶어요.  관련태그: 임대차",최근세입자들의소중한보증금을떼어먹는전세사기가기승을부리고있어세입자들의각별한주의가필요한상황입니다하지만사기꾼들의수법이워낙교묘하기때문에조심을한다고하더라도눈뜨고코베이는식으로전세사기를당하기십상입니다전세사기에대처하는방법으로는형사고소보증금반환청구소송채권추심강제집행이있습니다이세가지절차가유기적으로진행되어야전세사기사건에서피해를회복할수있습니다등전세보증보험을가입하였다고하더라도석연치않은이유들로보증이행을하지않는경우가허다합니다보증보험회사의입장에서도세입자에게보증채무를이행한뒤집주인에게구상권을행사하여보증금을회수해야하는데집주인으로부터보증금회수가불가능할경우이는고스란히보증보험회사의손해로귀속되기때문입니다이경우보증금반환에대한부담은고스란히세입자가부담하게됩니다최근유행하는갭투자전세사기는결국갭투자사기꾼이남겨놓은재산을피해자들끼리나눠먹기를하는형국으로귀결되는경우가많습니다따라서신속한법적조치를취한쪽이그렇지않은쪽보다유리할수밖에없습니다전세사기는수년동안그형태가진화해왔고그수법이사안마다다르기때문에사안에맞는적절한해결책을찾기를원하신다면관련자료를지참해전문변호사와상담을진행해보시는것이좋습니다참고하실만한글을소개해드립니다부동산전세사기대응방법에관해서는아래글을참고하시면도움이되실것입니다전세사기변호사전세사기피해회복박자가잘맞아야한다전세사기변호사가알려주는전세사기피해회복방법세입자들의소중한보증금을떼어먹는전세사기사건이
전세,임대인 과 21년 5월31~23년5월30일까지의 전세계약을했습니다.3달전인 2월28일 임대인(대리인) <임대인 누나>에게 연락하여 재계약없다고이야기하고조금있다연락주시겠다고하셔서 알겟다하여 기다리다 4월에 연락하니 임대인의 임대사업자가 파산신청하여서 보증금을 돌려줄수없다고하였습니다. 이상태에서는 사기죄로 고소해서 합의금을 받을수있는지 궁금하고요보증금을 받기위해서 임차권등기명령을 하려고 지금 내용증명을보낸상태입니다.원래 5월에 다른곳이사예정(매매)이지만 그쪽으로 주소이전을하지않은상태로 지낼생각이며현재집은 등기상으론 아무내용도없으며 융자없는 건물이였어요 저도대출없이 현금으로 전세들어간것이였고전입신고와 확정일자를 다받아 대항력은있는상황이고 저의 전세값이 1.57억이고 주변 전세값이 1.8~2억 매매가가 2~2.2 억정도상황인데제가 전세보증금을 다받을수있는 상황인지 아니면 제가 경매를뛰어들어 구매를해야하는것인지도궁금합니다.,전세를받을수있는방법이없다면전세계약서를다시작성하는것이좋습니다이전에작성한계약서와동일하게작성하면되며전세금영수증등은따로챙겨야합니다도움이되는답변이었으면좋겠습니당
전세,지금 전세3000하고 원룸에서 살고 있는데 몇년이 지나갔어요 요새 집주인이 바꾸면서 제가 전세를 뺄려구 했는데 집주인이 돈이 없다네요 마냥 기다가는것도 그래서 혹시나 무슨 방법이 없을까요 ?전세 받을수 있는 방법 없으면 전세계약서 다시 쓸 생각인데 전에 쓴 계약서는 그때 관리사무실이랑 체결해서 시간이 좀 지났어요 다시 계약을 하면 그냥 전세계약서 를 작성하면 되나요?전에 쓴 계약서 동일하게 작성하면 되나요?따로 머 전세금 영수증머 이런거또 챙겨야 되나요 ?,네이버의경우주택소유자이름핸드폰번호통신사가필요하고주민번호앞자리는요구하지않습니다주택소유자의경우회원가입을하면직접네이버부동산에등록을할수있습니다참고하시기바랍니다
전세,안녕하세요동네 부동산에 전세매물 요청했더니 네이버부동산에 올리게 주민번호 앞자리를 알려달라는데 네이버부동산 전세매물 올릴시 주민번호 필요한게 맞나요? 제가 직접 네이버부동산에 등재할수도 있나요?답변주시면 감사하겠습니다.,공인중개사법에의하면계약을체결한후개업공인중개사의고의과실없이계약을무효취소가되는경우에도중개의뢰인은중개보수를부담할책임이있습니다기타사항은개업공인중개사와협의후해결해야하는사항입니다
전세,전세집을 알아보다 친구가 전에 살았던 투룸건물 주인이랑 연락을해서 전세집을 보러 갔습니다 보고 나서 계약은 나중에 하겠다 했는데 집주인은 지금 일단 계약하고 나중에 파기해라 제가 돈이 없다는걸 말했고 수수료 줘야하지 않냐 했을때 필요없다 계약금도 나중에 줘라 해서 그 집주인 아는 부동산가서 계약을 했는데 제가 이틀날 안한다고 말하고 넘어갔습니다 근데 부동산에서 전화와서 43만원 중개수수료를 달라 합니다 이런 경우 줘야 하나요? 집주인 아저씨한테 전화했더니 자긴 15만원 줬으니 개네랑은 이젠 거래 안한다고 끊었습니다. 그리고 그 부동산이 저한테 내용증명까지 보냈습니다. 또 전화와서는 15만원만 달라고 하는겁니다 줘야 하는건가요ㅠㅠ 알려주세요,부동산전세계약을위해법무사를부른경우수수료는일반적으로전세금의일정비율로책정됩니다일반적으로부동산매매거래의경우전세금의에서정도를수수료로받는것으로알려져있습니다따라서보증금억천전세계약의경우수수료는약백만원에서백만원정도가예상됩니다다만이는일반적인기준이며경우에따라법무사의경험및역할에따라수수료가조정될수있는점을고려해야합니다정확한수수료책정은법무사와상담하여결정하는것이가장확실하며법무사에따라수수료책정방식및비율이다를수있으므로이에대해부담을요구하기전에상담을해보는것을추천합니다
전세,부동산 전세계약을 위해 법무사님과 함께 동행하고 싶은데요! 수수료가 어떻게 책정되는걸까용 궁금합니다!보증금 1억 5천 빌라전세 매물인데 만약 법무사님 부른다면 얼마정도 수수료가 들까요??,네크게문제는없을것같습니다
전세,"이번에 전세 계약을 해야하는데매물이 다가구(건물 통째로 집주인 하나, 나머지 전세랑 월세 계약된 형태)입니다.그런데 중기청 대출은 되지만 보증보험이 안된다고 합니다.융자가 있어서 그렇다는데 다가구는 보증보험이 어려운게 일반적인가요? 공인중개사님의 말로는 전세 사기 위험성은 월세 계약과 전세계약의 비중이 중요한데 자기는 적당하다고 본다는데 괜찮을까요?",계약파기될가능성이높습니다이러한경우매도인은매수인에게계약해지절차를준수해야하는만큼시일이어느정도더소요될수도있습니다계약서상에는월일에잔금날이라고전어두진않았는데쌍방합의하에잔금일을떙길수있다적혀있어서제가월일에모든임대인매수인부동산에통보후녹음캡처까지해놓았습니다그럼월일에무조건잔금을치뤄야하는지궁금합니다합의하단축이라는용어는서로협의가되지않는다면날자만을가지고주장할수는없습니다혹시라도이런이해관계에서전세사기가발생할수있는지궁금합니다전세세입자저현임대인매수인미래에생길수도있는전세세입자현재로서는판단하기가곤란합니다월일에잔금처리가안된다면이사짐은다시올리고대항력을계속가지고있는게맞는지궁금합니다확정일자전입신고보증보험안전장치는모두있습니다에잔금처리가되지않는다면전입신고상태를유지한후키도넘겨주지말아야점유상태를인정받을수가있습니다월일에잔금이못치뤄진다면저는어떻게하면좋을까요번답변을참고하시기바랍니다
전세,"안녕하세요. 부동산 전세계약만료 때문에 문의드립니다.5/26일날 전세계약 만기입니다. 지금 현 집주인에게 2달전 계약 해지 통보를 해둔 상태입니다. 현 집주인은 매매/전세 둘다 집을 내 놓았고 매매로 집이 3/11일에 새로운 매수인에게 팔린상태입니다.매도인 - 매수인 사이에 계약 시 5월30일날까지 잔금을 치룬다고 하고 계약금 일부(3월12일) 1800만원을 저에게 입금을 해주었습니다.계약서상 잔금일을 쌍방 합의하에 떙길 수 있다고 명시가 되어있었습니다.그래서 저는 5월15일에 이사를 나가겠다고 집주인-매수인-부동산에 전부 전달을 해두고 이사짐예약등등 모든 준비를 마친 상태입니다. 그러나 3월 말에 매수인이 전세를 내놓았습니다. 전세 세입자가 아직도 5/6일날까지 구해지지 않는 상태입니다. 매도인-매수인간 계약서 상에는 전세 세입자가 구해저야 잔금을 치룬다는 글이 적혀있지않아서 부동산에서는 5월15일에 무조건 잔금이 치뤄저야 한다고 합니다.1)혹시나 매수인이 5월 15일에 잔금을 못치룬다면 계약이 파기인가요?2)계약서 상에는 5월15일에 잔금날이라고 전어두진 않았는데 쌍방 합의하에 잔금일을 떙길 수있다 적혀있어서 제가 5월15일에 모든 (임대인-매수인-부동산)에 통보후 녹음+캡처까지 해놓았습니다. 그럼 5월15일에 무조건 잔금을 치뤄야 하는지 궁금합니다.3)혹시라도 이런 이해관계에서 전세 사기가 발생할 수 있는지 궁금합니다. -전세세입자(저) + 현 임대인 + 매수인 + 미래에 생길수도 있는 전세 세입자4)5월15일에 잔금처리가 안된다면 이사짐은 다시 올리고, 대항력을 계속 가지고 있는게 맞는지 궁금합니다. ( 확정일자 + 전입신고 + 보증보험 ) 안전 장치는 모두 있습니다.5) 5월 15일에 잔금이 못치뤄 진다면 저는 어떻게 하면 좋을까요.답변 부탁드립니다.",세입자의소중한보증금을편취하는부동산전세사기사건이급증하고있어세입자들의각별한주의가필요한상황입니다부동산전세사기유형으로는무자본갭투자깡통전세권리관계허위고지신탁등기전세사기허위보증보험가입등이있습니다
전세,제가 hug안심대출로 전세들어왔는데 계약만료3달정도남았습니다아무도연락이되지않아 이거저거 찾아보고 알아보니 집주인이바뀐후 제가 한적도없는 월세계약에 확정일자가찍혀있더군요 이런상황엔 사문서위조죄로 고소를해야되나요? 정말 막막하고답답합니다... 도와주세요,금리인상등으로최근전세집이경매나압류에넘어가는사례가급증하고있습니다전세집이경매에넘어간경우먼저권리분석을진행해경매배당절차에서보증금전액을회수할수있는지를따져보아야합니다대항력있는선순위임차인이라면낙찰자에게보증금반환을요구할수있기때문에상대적으로안전한편이지만최근부동산가격하락으로경매가계속해서유찰되는현상이나타나고있습니다등전세보증보험을가입하였다고하더라도석연치않은이유들로보증이행을하지않는경우가허다합니다보증보험회사의입장에서도세입자에게보증채무를이행한뒤집주인에게구상권을행사하여보증금을회수해야하는데집주인으로부터보증금회수가불가능할경우이는고스란히보증보험회사의손해로귀속되기때문입니다이경우보증금반환에대한부담은고스란히세입자가부담하게됩니다경매배당절차에서보증금을반환받지못할것이확실한경우에는집주인을상대로보증금반환청구소송을진행하신후신속하게판결문을확보해집주인의다른재산에강제집행절차를진행하셔야합니다경매절차는복잡한편이고진행과정에서여러변수가많기때문에보다정확한상담을원하시면관련자료를지참해전문변호사와상담을진행해보시는것이좋습니다전세집이경매에넘어가는현상은전세사기와밀접한관련이있습니다깡통전세는전형적인전세사기유형중하나입니다최근세입자들의소중한보증금을떼어먹는전세사기가기승을부리고있어세입자들의각별한주의가필요한상황입니다하지만사기꾼들의수법이워낙교묘하기때문에조심을한다고하더라도눈뜨고코베이는식으로전세사기를당하기십상입니다전세사기에대처하는방법으로는형사고소보증금반환청구소송채권추심강제집행이있습니다이세가지절차가유기적으로진행되어야전세사기사건에서피해를회복할수있습니다최근유행하는갭투자전세사기는결국갭투자사기꾼이남겨놓은재산을피해자들끼리나눠먹기를하는형국으로귀결되는경우가많습니다따라서신속한법적조치를취한쪽이그렇지않은쪽보다유리할수밖에없습니다
전세,24년10월 만기 임차인입니다현상황은 집주인3주째 연락두절이고피해 세대가 40세대 입니다. 공지 보고 등기부 확인결과세무서 압류 23.8월입니다.허그 보증보험 가입상태이구요앞으로 진행은 어찌해야하는지 대략 알려주시면 감사하겠습니다,최근세입자들의소중한보증금을떼어먹는전세사기가기승을부리고있어세입자들의각별한주의가필요한상황입니다하지만사기꾼들의수법이워낙교묘하기때문에조심을한다고하더라도눈뜨고코베이는식으로전세사기를당하기십상입니다전세사기에대처하는방법으로는형사고소보증금반환청구소송채권추심강제집행이있습니다이세가지절차가유기적으로진행되어야전세사기사건에서피해를회복할수있습니다최근유행하는갭투자전세사기는결국갭투자사기꾼이남겨놓은재산을피해자들끼리나눠먹기를하는형국으로귀결되는경우가많습니다따라서신속한법적조치를취한쪽이그렇지않은쪽보다유리할수밖에없습니다전세사기는수년동안그형태가진화해왔고그수법이사안마다다르기때문에사안에맞는적절한해결책을찾기를원하신다면관련자료를지참해전문변호사와상담을진행해보시는것이좋습니다참고하실만한글을소개해드립니다부동산전세사기대응방법에관해서는아래글을참고하시면도움이되실것입니다전세사기변호사전세사기피해회복박자가잘맞아야한다전세사기변호사가알려주는전세사기피해회복방법세입자들의소중한보증금을떼어먹는전세사기사건이
전세,보통 부동산 끼고 하는걸로 알고있습니다부산에만 봐도 서면쪽에 부동산 소장은 골프치고 놀러다니며 사납금 30~50사이 자격증 대여 (일명 도장만 찍어주는 사람) 해주는사람들 테반이던데그러면 중개보조원들이 중개업무를 한다는건데불법으로 알고있습니다 빌라왕같은 사건은 일명 이런 무자격자들이 판치는 부동산에서 대부분 직방 다방 형태로 이루어지고 있으며그 무자격자 부동산들은 일명 양아치은행 (지점장들이 보수적이지 않은곳) 무차별전세대출 등등을 잘해준다고 합니다 문재인정권때는 기대도 안했는데 윤석열 대통령님 한동훈 법무부장관이 이런부분 손 안대줄까요?빌라왕 제일 기초는 무자격자 뿌리뽑는게 우선 아닐까요 법도 모르고 대출많은 빌라 등등 호구 임차인들 대부분 20~30 전세보증보험 된다는둥 둘러대며 계약 성사 시키면 100만원 받아가며 공인중개사 행세하던데.... 일단 공인중개사 협회부터 조져야할듯 합니다..방법이 없을까요? 혹여 한동훈 장관님 부하직원분들 등등 관계자 님들이 꼭 보셨으면 좋겠습니다변호사 직원들은 월급받고 일하던데솔직히 그냥 일반 부동산 소장들은 능력도 없으니까 최저시급 주는 형태로 법이 변하면 좋을껀데 방법이 없을까요?,안녕하세요서울지방변호사회네이버지식상담변호사정종욱입니다전세집이경매에넘어간경우대응방법에관해서는아래블로그글을참고하시면도움이되실것입니다전세집이경매에넘어갔는데보증금을반환받으려면어떻게해야하나요전세집경매보증금반환안녕하세요케이엔파트너스부동산법률연구소입니다저희케이엔파트너스부동
전세,"안녕하세요. 질문사항 있어서 글 남겨요.사건의 개요는 아래와 같습니다.1. '20.8월경 전세 계약 체결(지방)   - 보증금 2천만원   - 전세보증보험은 가입 x   - 저당권 잡혀있었음(1건, 약 9천만원)   - 매매 시세는 1억~1억 2천정도2. '20.8월경(전세 계약 후) 동사무소 및 법원에 직접방문하여 전입신고 및 확정일자 받음3. '21.9월경 경매관련 서류 날라옴. 4. '21.9월 경매서류 받자말자 배당요구신청작성하여 법원에 직접방문함5. 부동산에 문의 해본 결과 경매기간동안 월세 및 관리비 안내도 된다고 함여기서 질문 드리겠습니다.1. 경매가 진행되는 동안 월세 및 관리비를 안내도 되나요?(부동산 말처럼)2. 경매가 완료되면 2천만원 금액을 전부다 받을 수 있나요? 아니면 저당권이 잡혀있는데  일정 비율로 받을 수 있나요?3. 혹여나 경매가 이루어지지 않으면 보증금은 받을 수 없을까요?",안녕하세요서울지방변호사회소속으로지식법률상담을진행하고있는정종욱변호사입니다최근세입자들의소중한보증금을떼어먹는전세사기가기승을부리고있어세입자들의각별한주의가필요한상황입니다하지만사기꾼들의수법이워낙교묘하기때문에조심을한다고하더라도눈뜨고코베이는식으로전세사기를당하기십상입니다전세사기는수년간그수법이진화되어왔습니다전세사기에대처하는방법으로는형사고소보증금반환청구소송채권추심강제집행이있습니다이세가지절차가유기적으로진행되어야전세사기사건에서피해를회복할수있습니다공인중개사가전세사기에적극가담했다면공인중개사및중개사협회에대한손해배상청구도생각해볼수있습니다등전세보증보험을가입하였다고하더라도석연치않은이유들로보증이행을하지않는경우가허다합니다보증보험회사의입장에서도세입자에게보증채무를이행한뒤집주인에게구상권을행사하여보증금을회수해야하는데집주인으로부터보증금회수가불가능할경우이는고스란히보증보험회사의손해로귀속되기때문입니다이경우보증금반환에대한부담은고스란히세입자가부담하게됩니다최근유행하는갭투자전세사기는결국갭투자사기꾼이남겨놓은재산을피해자들끼리나눠먹기를하는형국으로귀결되는경우가많습니다따라서신속한법적조치를취한쪽이그렇지않은쪽보다유리할수밖에없습니다전세사기는수년동안그형태가진화해왔고그수법이사안마다다르기때문에사안에맞는적절한해결책을찾기를원하신다면관련자료를지참해전문변호사와상담을진행해보시는것이좋습니다참고하실만한글을소개해드립니다부동산전세사기대응방법에관해서는아래글을참고하시면도움이되실것입니다
전세,21년 11월 에 계약을 했고 이번년도 11월이면 계약만기일자입니다 산지 몇개월쯤 되었을때 비가 새더군요 그래서 계약서에 적혀져있던 번호 저장후 연락을 주고받고 오셨었는데 본인이 동생이라더군요 몇채를 관리하는데 형은 서울로 이사를 가서 여기지역은 본인이 관리한다면서요 그래서 아그렇군요 하고 고쳐지지않아서 1년가까이 연락을 주고받고 얼굴뵙기를 여러번 저도 지쳐서 그래 그냥 냅두자 했습니다 근데 부동산에서 얼마전 연락이 오더군요 집주인이 집을 내놨다면서요 근데 연락이 안된다면서 번호 알려달라더군요 저도 전화해봤지만 이미 바뀐번호구요 그랴서 부동산측이랑 전화를 했더니 사실은 이미 2.3월쯤 집을 내놨고 그뒤로 잠수를 탔다는겁니다 자기도 모른다고 저는 뒤늦게 계약서를 찾아봤고 아차 싶었습니다 계약당시 집주인분은 10분본게 다입니다 그 번호는 저랑 연락주고받았던 동생번호구요 그랴서 알고계셨냐 물어보니 탸연하게 아그래요? 하면서 근데 그사람 친동생 아닌데 ..하면서 ...어처구니가없어서 자꾸 경매에 넘기라더군요여기서 제가 궁굼한건1.부동산도 한패인거 같은 느낌인데 물증은 없습니다 .증거가 문자나 녹취록이 있으면 부동산도 책임을 물을수 있는지 2.내용증명 보내고있고 동사무소가서 초본떼면 바뀐주소지가 나온다더군요 그럼 제가 찾아도 돈없다고 하면 어떻게 해야되는지3.경매에 넘겨지면 돈 다 돌려받을수 있는지 (전세1억에 들어왔고 시세가 많이 떨어져서 지금 8천 언저리입니다)은행에서는 일단 묵시적 연장 가능하다고 하는데 저는 그 집에 살고싶지않은데 못갚으면 제 신용에 타격이 크답니다 만기가 남아서 이러지도 저러지도 못하고있어요 어쩌면 좋을까요.....,안녕하세요서울지방변호사회네이버지식상담변호사김성민입니다번조항과관련하여등기부등본을확인하는것이좋을듯합니다선순위근저당권이있는지여부없다면번특약은관용문구일뿐아무런의미가없습니다선순위근저당권이있다면채권최고액을제외하고대출가능금액이있으며그금액으로대출이가능합니다이에대한설명의무를다하였다는것을확인한특약일것으로보입니다위험판단은은행에서선순위근저당권등을고려하여할것으로보입니다다만선순위근저당권이있다면대출이이루어졌을시에전세보증보험에가입하시는것이좋을듯합니다
전세,"전세계약을 했는데요, 오늘 대출을 받으러 가니 은행 창구 직원이 특약사항을 읽고 이러한 조항이 있어도 되는 게 맞는지 확인해보라고 하더라구요부동산에 전화했더니 문제 있는 조항은 없다고 하는데 혹시 몰라서요1. 현 시설물 상태에서 임대차한다.2. 임차인은 위 부동산에 존재하는 선순위 권리(근저당, 임차권 등)로 인하여 경매 등이 실행될 경우 임차보증금의 전부 또는 일부를 반환받지 못할 수도 있음을 확인한다.3. 임대할 부분의 면적은 (공부상 전용면적 또는 연면적, 실측면적)이다.4. 기타사항은민법 임대차보호법 및 부동산임대차 계약 일반 관례에 따르기로 한다.5. 임대, 임차인은 계약서 작성을 위한 개인정보활용에 동의한다.6. 첨부서류: 등기사항증명서, 중개대상물확인설명서, 공제증서제가 걱정되는 부분은 2번인데요혹시 문제 발생시 2번때문에 임차인에게 불리하게 작용할까요?",안녕하세요서울지방변호사회소속으로지식법률상담을진행하고있는최성민변호사입니다최근세입자들의소중한보증금을떼어먹는전세사기가기승을부리고있어세입자들의각별한주의가필요한상황입니다하지만아무리조심한다고하더라도전세사기수법이워낙교묘하여눈뜨고코베이는식으로전세사기를당하는경우가허다합니다전세사기사건에휘말리게되었을경우신속한법적조치로피해회복을도모하셔야합니다전세사기사건에대응하는방법으로는형사고소보증금반환청구소송채권추심이있습니다문의하신내용이불분명하여일반론적인답변밖에드릴수가없는데전세사기피해회복방법이궁금하시다면아래블로그글을참고하시면도움이되실것입니다대치동부동산전문변호사빌라오피스텔전세사기보증금반환받을수있을까빌라오피스텔전세사기보증금반환깡통전세전세사기사건에휘말려소중한보증금을잃게될까봐노심
전세,[],안녕하세요서울지방변호사회소속으로지식법률상담을진행하고있는최성민변호사입니다최근세입자들의소중한보증금을떼어먹는전세사기가기승을부리고있어세입자들의각별한주의가필요한상황입니다하지만아무리조심한다고하더라도전세사기수법이워낙교묘하여눈뜨고코베이는식으로전세사기를당하는경우가허다합니다전세사기사건에휘말리게되었을경우신속한법적조치로피해회복을도모하셔야합니다전세사기사건에대응하는방법으로는형사고소보증금반환청구소송채권추심이있습니다문의하신내용이불분명하여일반론적인답변밖에드릴수가없는데전세사기피해회복방법이궁금하시다면아래블로그글을참고하시면도움이되실것입니다대치동부동산전문변호사빌라오피스텔전세사기보증금반환받을수있을까빌라오피스텔전세사기보증금반환깡통전세전세사기사건에휘말려소중한보증금을잃게될까봐노심
전세,"지금 기존에 전세 집 2월이 만기인데 집주인의 요청으로 10월 10일 날 미리 이사가는 조건이니전세 자금 +이사 준비금 100만원 =총 7400만원 받기로 했는데요그래서 저는 10월 10일 날 이사 가기로 해서 다른 방 계약(보증금 2000만원, 월세 50)계약하고 계약금 10퍼센트인 200만원 까지 넣은 상태에서그리고 나서 오늘  집주인한테 전화 와서전세 자금 빼줄 돈을 못 구해서 나중에 이사가면 안되냐고 하던데그냥 미리 10월 10일 이전에  집주인이 최대 잔금 치러 질 수 있는 돈 까지 받고 나머지잔금은 집 주인 돈 구하면 받아도 될까요?일단 저는 HUG전세보증보험 가입 된 상태이고요나중에 잔금 받는데 문제 생길 수 있으니 행정복지센터(동사무소)에 사정 말하고새로 갈 집은 잔금 모두 받고 전입신고 해도 될까요?",부동산전세계약취소시손해배상관련문의하셨습니다임대인의사정으로계약취소시계약금의배액을배상하기로하였는데본계약금만원의배액인지특약에기입한금액을포함한만원의배액인지궁금합니다계약금으로정한액수의배액이므로만원의배액입니다계약서에임대인으로어머니가추가서명하여해당계약서로는임차인이확정일자를받을수없다고합니다따라서계약서를재작성하자고하는데이것을재작성할의무가있는지가궁금합니다임대인은계약무효를원함건물임대차이므로건물소유자인어머님이재작성해주셔야할것으로보입니다
전세,"부동산 전세 관련하여 궁금한 점이 있어 답변 요청드립니다. 현재 7000만원에 전세계약을 체결한 상태입니다.처음 계약 시 등기부 상 토지가 제 명의(아들), 건물이 어머니 명의로 되어있었습니다.당시 임시계약금 100만원을 제 계좌로 받은 후 공인중개사 측에서 계약서 상에 어머니 서명도 기입하라고 해서 대리로 사인하여 임대인에 저와 어머니 두명이 사인하게 됐습니다. 그리고 특약사항에 건물을 저에게 소유권 이전하여 등기 완료 시 계약금을 지급하기로 했습니다.따라서 -전세금 7000만원-본계약금 100만원-특약사항 등기 완료 시 나머지 계약금 600만원 입금이렇게 계약이 최종 완료되었습니다.현재 등기는 완료하였지만 나머지 계약금은 입금이 안된 상태입니다.여기서 1. 임대인의 사정으로 계약 취소시 계약금의 배액을 배상하기로 하였는데 본 계약금 100만원의 배액인지 특약에 기입한 금액을 포함한 700만원의 배액인지 궁금합니다.2. 계약서에 임대인으로 어머니가 추가 서명하여 해당 계약서로는 임차인이 확정일자를 받을 수 없다고합니다. 따라서 계약서를 재작성하자고 하는데 이것을 재작성할 의무가 있는지가 궁금합니다.(임대인은 계약 무효를 원함)",최근세입자들의소중한보증금을떼어먹는전세사기가기승을부리고있어세입자들의각별한주의가필요한상황입니다하지만사기꾼들의수법이워낙교묘하기때문에조심을한다고하더라도눈뜨고코베이는식으로전세사기를당하기십상입니다전세사기는수년간그수법이진화되어왔습니다전세사기에대처하는방법으로는형사고소보증금반환청구소송채권추심강제집행이있습니다이세가지절차가유기적으로진행되어야전세사기사건에서피해를회복할수있습니다공인중개사가전세사기에적극가담했다면공인중개사및중개사협회에대한손해배상청구도생각해볼수있습니다등전세보증보험을가입하였다고하더라도석연치않은이유들로보증이행을하지않는경우가허다합니다보증보험회사의입장에서도세입자에게보증채무를이행한뒤집주인에게구상권을행사하여보증금을회수해야하는데집주인으로부터보증금회수가불가능할경우이는고스란히보증보험회사의손해로귀속되기때문입니다이경우보증금반환에대한부담은고스란히세입자가부담하게됩니다최근유행하는갭투자전세사기는결국갭투자사기꾼이남겨놓은재산을피해자들끼리나눠먹기를하는형국으로귀결되는경우가많습니다따라서신속한법적조치를취한쪽이그렇지않은쪽보다유리할수밖에없습니다전세사기는수년동안그형태가진화해왔고그수법이사안마다다르기때문에사안에맞는적절한해결책을찾기를원하신다면관련자료를지참해전문변호사와상담을진행해보시는것이좋습니다참고하실만한글을소개해드립니다부동산전세사기대응방법에관해서는아래글을참고하시면도움이되실것입니다전세사기변호사전세사기피해회복박자가잘맞아야한다전세사기변호사가알려주는전세사기피해회복방법세입자들의소중한보증금을떼어먹는전세사기사건이
